Images,Text,label,context
Hateful_1689.jpg,এখানে পতাকার অবমাননা হয়নি! পতাকাকে জায়নামাজ বানিয়ে নামাজ পড়লেই কেবল পতাকার ইজ্জত যায়। ,1,Personal 
Neutral_1253.jpg,"একদিন কুদ্দুস এসে যখন আমাকে বলল, ভাই, দেখতাছি আপনে খুব টেনশনে আছেন।",0,Neutral 
Hateful_674.jpg,আমি এদেশে থাকবো না ভাই। আমি চলে গেলাম বিদায় পৃথিবী। ,1,Personal 
Hateful_1125.jpg,বাংলাদেশে একটি গোপন হামলায় খৃষ্টধর্ম গ্রহনকারী এবং খৃস্টধর্মের প্রচারকারী এক মুরতাদকে হত্যা। ,1,Religious
Hateful_2344.jpg,যাওয়া ঠিক হবে না। মাইরধর করতে পারে।,1,Personal 
Neutral_126.jpg,"টাকা সঞ্চয় করার জন্য বাজেট করা আামি, আর আমার বদভ্যাস। ",0,Neutral 
Hateful_1698.jpg,দুর! মিয়া বোতলের সাইজ এত ছোট কে? স্যার আমি তো আপনার আর আপনার মেয়ের কাছ থেকে শিখতাছি। ,1,Personal 
Hateful_128.jpg,"নিব্বি প্রথম বার তার ফাকবয় বয়ফ্রেন্ড এর সাথে ডেট করার পর, জব্বর জোরে গুতিয়েছে রে। ",1,Personal 
Neutral_1534.jpg,প্লিজ আমার ছবি তুলবেন না। ,0,Neutral 
Hateful_2371.jpg,মরে যাও মুক্তি চাইনা।   তোমার মুক্তি দিয়া আমি কি করমু? ,1,Geopolitical
Neutral_759.jpg,"গুরুপের সবাই লাইনে দাড়ান, ঈদ বোনাস দিমু। ",0,Neutral 
Hateful_1090.jpg,লগি বৈঠার তান্ডবের কথা নতুন করে কি বলব? দেখুন আপনারাই। ,1,Personal 
Hateful_216.jpg,ধুমপানের কারণে বউ অন্যের কাছে চলে যায়। ,1,Personal 
Neutral_1083.jpg,"ভাবী পাইয়া গেছি, ম্যানশন হপ্পে পরানের ভাইরে। ",0,Neutral 
Neutral_392.jpg,"তারপর যখন হঠাৎ এক সুন্দরী আমাকে বলে উঠে,  এই যে ভাইয়া শোনেন, তখন আমি, এখন আমার প্রথম কাজ হচ্ছে, মেয়েটার সামনে আলগা ভাব নেয়া। ",0,Neutral 
Hateful_50.jpg,দীর্ঘ সময় ধরে যৌন মিলনের কারণে ইনজুরিতে ওয়ার স্ত্রীর বেফাঁস মন্তব্য। ,1,Personal 
Neutral_1805.jpg,"চুমাচুমি সরকারি প্রাথমিক বিদ্যালয়,এই স্কুল থেকেই আমি মেট্রিক পাশ করছি। ",0,Neutral 
Hateful_785.jpg,সরকারকে সরাসরি হুমকি দিলেন। কিন্তু সরকার কারো কথায় কান দিচ্ছে না। ,1,Political
Hateful_1488.jpg,নোবিতা তোর মাল তোকে ধোঁকা দিচ্ছে। ,1,Personal 
Neutral_1309.jpg,মিমের সাথে আমার রিলেশন চলাকালীন মিমের জন্য পাগল হ্যান্ডসাম ছেলেটা। ,0,Neutral 
Hateful_924.jpg,"আনুষ্কার ধর্ষনের ভিডিও, কি নির্মম এবং নিষ্ঠুর আচরন দিহানের!",1,Personal 
Neutral_1023.jpg,"আমার ঐসব আত্মীয়দের খুবই ভালো লাগে, যারা চলে যাওয়ার সময় হাতের মুঠোয় জোর করে টাকা গুঁজে দেয়। ",0,Neutral 
Neutral_40.jpg,স্যার কয়েক হাজার পৃষ্ঠা হোম ওয়ার্ক দেয়ার পর ক্লাসের টপারদের অবস্থা। ,0,Neutral 
Neutral_1377.jpg,আমার ফ্রেন্ডদের কাজিন আর আমার কাজিন। ,0,Neutral 
Hateful_1006.jpg,"দিহান আনুশকার ঘটনার নতৃন মোড়, দিহান কি ঔষধ সেবন করেছিল বললেন ডাক্তার। ",1,Personal 
Hateful_1822.jpg,আমরা কি মুসলমান? আর কি দিয়ে প্রমান করতে হবে যে আওয়ামীলীগ ইসলামের দুশমন। ,1,Religious
Hateful_1906.jpg,ডিবি পরিচেয়ে তুলে নেয়ার পর বাঁশবাগানে যুবকের লাশ। ,1,Personal 
Neutral_738.jpg,"২০৫০ সালে বিলুপ্ত হয়ে যাবে, এমন কিছূ প্রাণীর নাম বলো তো। মামা, চাচা, খালা, ফুফু ইত্যাদি, কারণ সবাই এখন একটার বেশি সন্তান নিচ্ছে না। ",0,Neutral 
Hateful_1878.jpg,"দিয়েছেন অনেক, প্রতিদানে এবার ভারতের সহযোগিতা চান শেখ হাসিনা। ",1,Geopolitical
Hateful_1021.jpg,কৃত্রিম যৌনাঙ্গ ব্যবহারের কারনেই নিচের দুই অংশ ক্ষত বীক্ষত হয় আনুশকার। ,1,Personal 
Neutral_479.jpg,ফেসবুকে বিবাহ সংক্রান্ত এই পোস্ট দেখে মায়ের সাথে শেয়ার করার পর এখন আমি এক কানে কম শুনি। ,0,Neutral 
Neutral_717.jpg,"জীবন হচ্ছে, মৃত্যুর কাছ থেকে ধার নেয়া কিছুটা সময়। ",0,Neutral 
Neutral_1737.jpg,ঐ তুই শুধু আমার। তুই আর কারও হতে পারবি না। ,0,Neutral 
Hateful_700.jpg,পাকিস্তান ভারতের শত্রু তাদের সেনা পাকিস্তানের হাতে ধরা পরার পর তারা যেভাবে ফেরত দেয়। আর ভারত আমাদের বন্ধু আমাদেও সেনা ভারতের হাতে ধরা পরার পর তারা যেভাবে ফেরত দেয়। ,1,Geopolitical
Neutral_209.jpg,ইউএনওর উপস্থিতি টের পেয়ে বাসর ঘর রেখে পালালো নবদম্পত্তি। ,0,Neutral 
Hateful_610.jpg,মোদিকে হুশিয়ারি এরদোগানের। এবার আর রক্ষা নেই ভারতের। ,1,Geopolitical
Neutral_820.jpg,কিপ্টামির জন্য যদি কেউ নোবেল পেত তাহলে তোমার কোন বন্ধু পেতো? ,0,Neutral 
Hateful_609.jpg,যুদ্ধ যখন অনিবার্য। ভারত পাকিস্তানের মধ্যে চরম উত্তেজনা বিরাজমান। ,1,Geopolitical
Neutral_1368.jpg,হতচ্ছাড়া টা যে কোথায় গেলো?,0,Neutral 
Hateful_1660.jpg,নেপালে ভারতীয় সব টিভি চ্যানেল বন্ধ । ,1,Geopolitical
Hateful_1838.jpg,সীমান্ত হত্যা বন্ধের দাবীতে প্রতিকী লাশ নিয়ে ঢাকা থেকে কুড়িগ্রামের অনন্তপুর হেটে যাত্রা।  ,1,Geopolitical
Hateful_619.jpg,"হাথরস গণধর্ষণ, আজ ভারতের নিই নর্মাল। ",1,Geopolitical
Hateful_922.jpg,ঐদিন রুমে আনুশকার সাথে যা যা করেছিল জানালো দিহান। ,1,Personal 
Hateful_1544.jpg,গণহত্যার পুনরাবৃত্তি দেখতে নৌকায় ভোট দিন। ,1,Geopolitical
Hateful_229.jpg,এই লোকটা তোদের বাবার খুনি! একে তোর ছাড়বি না। ,1,Personal 
Hateful_604.jpg,"করোনা মহামারি, স্বাস্থ্য সেবা। চাল চোর, তেল চোর রাজনীতি ও পরিকল্পনা নিয়ে খোলামেলা কথা। ",1,Personal 
Hateful_203.jpg,"ভারতের সাথে প্রতিরক্ষা চুক্তি, শেয়ালের কাছে মুরগী বর্গা দেয়ার সামিল। ",1,Personal 
Neutral_708.jpg,বুঝতে পারলে খুঁজতে চাইবে। না বুঝতে পারলে কিছু ই না। ,0,Neutral 
Neutral_1297.jpg,"ঈদ এর বখশিসে পাওয়া ১০০ টাকার নোটকে ভেঙে ১০ টি ১০ টাকার নোট নেওয়ার পর আমি, আমি বড়লোক হয়ে গেছি আমার কাছে বেশি টাকা। ",0,Neutral 
Hateful_741.jpg,রাজাকার এখন মুক্তিযোদ্ধা। রাজাকার মুক্তিযোদ্ধা এখন একাকার। ,1,Political
Hateful_87.jpg,সানডে মানডে গোসল করাইয়া দিমু। সানডে মানডে ক্লোজ কইরা দিমু। ,1,Personal 
Neutral_1144.jpg,"জীবনে অনেক বড়ো হতে হবে, কিন্তু কি যে করি? খালি ঘুম পায়। ",0,Neutral 
Neutral_410.jpg,"আজ গোসল করব না, গোসল না করে কই যাস। ",0,Neutral 
Hateful_980.jpg,কি করছো দিহান? আমার লাগছে। আমিতো মরে যাবো আর পারছি না। ,1,Personal 
Neutral_921.jpg,"কি এক বিপদে পড়লাম, কোনো কিছু নড়লেই মনে হয় ভুমিকম্প হইতেছে। ",0,Neutral 
Hateful_732.jpg,আমৃত্যু কারাদন্ডাদেশ প্রাপ্ত রাজাকার সাঈদীর মুক্তি নয় ফাঁসি কার্যকর দেখতে চায় দেশব্যাপী। ,1,Political
Neutral_1375.jpg,সারাদিন বাসায় থেকে আম্মুর হাতের তিন বেলা রান্না খাওয়ার পর এবং সারাদিন বাহিরে  ঘরাঘুরি করে রেস্টুরেন্টের বিভিন্ন ধরনের খাবার খাওয়ার পর আমি। ,0,Neutral 
Hateful_962.jpg,"দারোয়ান, বন্ধু, মা এবং বান্ধবী সবাই ফাঁস করলেন অজানা গোপন তথ্য। ",1,Personal 
Hateful_472.jpg,"মহাফাঁদে মুসলিম বিশ^ , ৯/১১ পরবর্তী যু্দ্ধে ৩ কোটি ২০ লাখ মুসলমানের প্রাণ নিভে গেছে। ",1,Geopolitical
Hateful_70.jpg,"বন্ধু যখন তার কাকু কে বলে, তাতে আমার কোনো বাল্ডাও ছেরা যাবে না। ",1,Personal 
Neutral_200.jpg,"যখন স্বামী বলে বাচ্চাদের অন্যরুমে ঘুমাই দেও, তোমার জন্য চকলেট আনছি।",0,Neutral 
Hateful_1866.jpg,হোলির দিন ক্রিকেট খেলায় মুসলিম পরিবারকে বেধড়ক পিটুনি।,1,Religious
Hateful_257.jpg,"জঙ্গিবাদ, সন্ত্রাসবাদ ও ধর্মব্যবসায়ের বিপক্ষে লোকদেখানো সমালোচনা করে এখন জঙ্গী তকমা ঢাকার কুট কৌশলে ব্যস্ত জঙ্গী দল হিযবুত তাওহীদ। ",1,Personal 
Hateful_666.jpg,"বিএনপি কর্মীদের ধরে প্রথমে পায়ে, পরে বুকে গুলি করুন। ",1,Political
Neutral_1188.jpg,উপকার করলে শরীরের ছাল থাকে না। অর্জুন গাছটাই তার বড় প্রমাণ। ,0,Neutral 
Neutral_64.jpg,"নিজের নামের বানান নিজে ভুল করার পর, আরো ফোন টিপ শালা। ",0,Neutral 
Neutral_115.jpg,ক্লাসে ভালো গান পারো কেউ? জি¦ স্যার বল্টু পারে। তখন বল্টুর অবস্থা। ,0,Neutral 
Hateful_380.jpg,যে নিজে চলতে সক্ষম নয় সে কিভাবে অন্যকে খুন করে? পুলিশের অত্যাচারেই আমার সন্তান মারা গেছে। ,1,Personal 
Neutral_572.jpg,যখন মাস্ক পরে শিশ বাজানোর পর দেখি পাশের এক মহিলা আরেকজনকে গালি দিচ্ছে।,0,Neutral 
Hateful_1131.jpg,আর কত সহ্য করবো হে বিধাতা। ,1,Personal 
Hateful_918.jpg,উত্তর চব্বিশ পরগনাতে এভাবে কেন খুন তৃণমূল নেতা? ,1,Political
Neutral_848.jpg,"মেনশন করুন তাকে, যাকে আপনি পাবনা মানসিক হাসপাতালে ভর্তি করাতে চান। ",0,Neutral 
Hateful_909.jpg,স্ত্রী-শালিকাকে হত্যার অভিযোগে রাজধানীতে আটক স্বামী। ,1,Personal 
Neutral_249.jpg,"একটু পর যখন জীনকে জিজ্ঞেস করি, এই ব্যাটা জীন, তুই ছেলে না মেয়ে? ",0,Neutral 
Neutral_1202.jpg,ফেইক আইডি দিয়ে বন্ধুকে প্রেমে ফেলে যখন তা সবার সামনে খোলাসা করি । ,0,Neutral 
Hateful_1981.jpg,দেশটা কি ফেরআউনী রাষ্ট্র হয়ে গেল? কয়দিন পর হয়ত স্বামী-স্ত্রী একসাথে দেখলে নাশকতার অভিযোগে গ্রেফতার করা হবে।,1,Geopolitical
Hateful_138.jpg,"যখন দেখি রুপা এখনো হিমুকে ভুলতে পারে নাই, তখন আমি, তুই এখনো বালডারে ভুলস নাই! ",1,Personal 
Neutral_55.jpg,ইংরেজি পরীক্ষায় ৩৩ না পাওয়া ছাত্র-ছাত্রীগণ যখন ফেসবুকে ইংরেজিতে বড় বড় ক্যাপশন দেয়। ,0,Neutral 
Hateful_1118.jpg,বাংলাদেশ সীমান্তে নিরীহ মানুষ হত্যার প্রতিবাদে কালো পতাকা দিবস। ,1,Geopolitical
Neutral_1058.jpg,"পরীক্ষা দিয়ে বেরোনো ছাত্র আর অপারেশন করে বেরোনো ডাক্তার দুজনের বক্তবই এক, ভালো হয়েছে তবে এখন কিছু বলা যাচ্ছে না। ",0,Neutral 
Neutral_506.jpg,গরীব দেশগুলো নিজের ইচ্ছামত টাকা প্রিন্ট করে নিয়ে বড়লোক হয়ে যায় না কেন? টাকা প্রিন্ট করার টাকা নেই বলে। ,0,Neutral 
Neutral_1094.jpg,"নোয়াখালী কলেজের ছাত্র,  এমনই ট্যালেন্ট হয়। ",0,Neutral 
Hateful_189.jpg,"কপালে বন্ধুক ধরে যদি বলা হয় একটাই ফোন করতে পারবি ফোন রিসিভ হলে মৃত্যু, মেনশন করুন যাকে ফোন করবেন। ",1,Personal 
